,id,age,gender,nonblack,marijuana,cocaine,crack,heroin,pcp,otherdrug,nondrug,priorarr,priorfelarr,priordrugarr,priorfeldrugarr,priorcon,priorfelcon,priordrugcon,priorfeldrugcon,pwid,dist,laterarr,oob_preds,selected_drugs,arrest_conviction,pwid_dist,_orig_order,pair_group,pair_group_size
213,361,22,male,not Black,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0.2835820895522388,cocaine,"In the past, they were arrested and convicted on a non-felony drug related charge.",charged with possession and intent to distribute cocaine. They also were charged with at least one non-drug related charge,360,2,100
214,595,27,male,not Black,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0.28378378378378377,marijuana and crack,"In the past, they were arrested and convicted on a felony drug charge.",charged with possession and intent to distribute marijuana and crack,594,2,100
215,150,24,male,not Black,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0.2839506172839506,marijuana,"In the past, they were arrested and convicted on a non-felony drug related charge.In additon, they have been arrested for a felony charge in the past, but they weren't convicted of it.",charged with distribution of marijuana,149,2,100
216,702,26,male,not Black,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0.2857142857142857,marijuana,"In the past, they were arrested and convicted on a felony drug charge.",charged with distribution of marijuana. They also were charged with at least one non-drug related charge,701,2,100
217,606,19,male,not Black,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0.2857142857142857,cocaine,"In the past, they were arrested on a felony charge, but they weren't convicted of it.",charged with distribution of cocaine,605,2,100
218,720,23,male,not Black,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0.2876712328767123,marijuana,"In the past, they were arrested and convicted on a non-felony drug related charge.In additon, they have been arrested for a felony charge in the past, but they weren't convicted of it.",charged with distribution of marijuana,719,2,100
219,668,23,male,not Black,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0.2876712328767123,crack,"In the past, they were arrested and convicted on a felony drug charge.",charged with possession and intent to distribute crack,667,2,100
220,413,27,male,not Black,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0.2876712328767123,crack and pcp,"In the past, they were arrested and convicted on a felony charge.",charged with possession and intent to distribute crack and pcp,412,2,100
221,296,20,male,not Black,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0.2878787878787879,cocaine,"In the past, they were arrested and convicted on a felony drug charge.",charged with possession and intent to distribute cocaine,295,2,100
222,718,34,male,not Black,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0.2894736842105263,crack,"In the past, they were arrested and convicted on a felony drug charge.",charged with possession and intent to distribute crack. They also were charged with at least one non-drug related charge,717,2,100
223,776,31,male,not Black,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0.2894736842105263,crack,"In the past, they were arrested and convicted on a non-felony drug related charge.In additon, they have been arrested for a felony charge in the past, but they weren't convicted of it.",charged with possession and intent to distribute crack. They also were charged with at least one non-drug related charge,775,2,100
224,507,41,male,not Black,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0.2898550724637681,crack,"In the past, they were arrested and convicted on a non-felony drug related charge.In additon, they have been arrested for a felony charge in the past, but they weren't convicted of it.",charged with distribution of crack,506,2,100
225,264,34,male,not Black,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0.2898550724637681,marijuana,"In the past, they were arrested and convicted on a felony drug charge.",charged with distribution of marijuana,263,2,100
226,141,45,male,not Black,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0.2898550724637681,heroin,"In the past, they were arrested and convicted on a felony drug charge.",charged with distribution of heroin. They also were charged with at least one non-drug related charge,140,2,100
227,469,42,male,not Black,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0.2911392405063291,cocaine,"In the past, they were arrested and convicted on a felony drug charge.",charged with distribution of cocaine,468,2,100
228,701,21,male,not Black,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.2911392405063291,pcp,They have no prior arrests.,charged with distribution of pcp,700,2,100
229,559,43,male,not Black,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0.2916666666666667,heroin,"In the past, they were arrested and convicted on a felony drug charge.",charged with possession and intent to distribute heroin,558,2,100
230,51,23,male,not Black,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0.29333333333333333,crack and pcp,"In the past, they were arrested on a non-felony drug related charge, but they weren't convicted of it.",charged with possession and intent to distribute crack and pcp. They also were charged with at least one non-drug related charge,50,2,100
231,724,26,female,not Black,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0.29333333333333333,crack,"In the past, they were arrested and convicted of a crime, but it wasn't drug related or felony.In additon, they have been arrested for a felony charge in the past, but they weren't convicted of it.",charged with possession and intent to distribute crack. They also were charged with at least one non-drug related charge,723,2,100
232,850,20,male,not Black,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.29508196721311475,heroin,"In the past, they were arrested on a non-felony drug related charge, but they weren't convicted of it.",charged with distribution of heroin,849,2,100
233,14,22,male,not Black,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.29577464788732394,cocaine,They have no prior arrests.,charged with possession and intent to distribute cocaine,13,2,100
234,571,18,male,not Black,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.29850746268656714,marijuana and cocaine,They have no prior arrests.,charged with possession and intent to distribute marijuana and cocaine,570,2,100
235,952,48,female,not Black,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0.29850746268656714,cocaine,"In the past, they were arrested and convicted on a felony drug charge.",charged with distribution of cocaine,951,2,100
236,699,25,male,not Black,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.2987012987012987,cocaine,"In the past, they were arrested on a non-felony drug related charge, but they weren't convicted of it.",charged with distribution of cocaine,698,2,100
237,884,33,male,not Black,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0.2987012987012987,heroin,"In the past, they were arrested and convicted on a felony drug charge.",charged with distribution of heroin,883,2,100
238,979,21,male,not Black,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0.3,cocaine,"In the past, they were arrested and convicted on two separate charges, one of which was a felony and one of which was drug related.",charged with distribution of cocaine,978,2,100
239,459,23,male,not Black,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.3026315789473684,cocaine,They have no prior arrests.,charged with distribution of cocaine,458,2,100
240,24,38,female,not Black,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0.30337078651685395,heroin,"In the past, they were arrested and convicted on a felony drug charge.",charged with distribution of heroin,23,2,100
241,689,24,male,not Black,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.30434782608695654,cocaine,They have no prior arrests.,charged with possession and intent to distribute cocaine,688,2,100
242,214,43,male,not Black,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0.3064516129032258,heroin,"In the past, they were arrested and convicted on a felony drug charge.",charged with distribution of heroin,213,2,100
243,375,32,male,not Black,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0.30666666666666664,crack,"In the past, they were arrested and convicted on a felony drug charge.",charged with distribution of crack,374,2,100
244,714,21,male,not Black,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.3076923076923077,crack,They have no prior arrests.,charged with possession and intent to distribute crack. They also were charged with at least one non-drug related charge,713,2,100
245,315,41,male,not Black,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0.3076923076923077,cocaine,"In the past, they were arrested and convicted on a felony drug charge.",charged with distribution of cocaine. They also were charged with at least one non-drug related charge,314,2,100
246,377,33,male,not Black,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0.30864197530864196,marijuana,"In the past, they were arrested and convicted on a non-felony drug related charge.In addition, they have been arrested for a felony drug charge in the past, but they weren't convicted of it.",charged with distribution of marijuana. They also were charged with at least one non-drug related charge,376,2,100
247,393,36,male,not Black,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.30864197530864196,marijuana,"In the past, they were arrested and convicted on a felony drug charge.",charged with possession and intent to distribute marijuana,392,2,100
248,531,26,male,not Black,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0.3088235294117647,heroin,"In the past, they were arrested on a non-felony drug related charge, but they weren't convicted of it.",charged with possession and intent to distribute heroin,530,2,100
249,586,35,male,not Black,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0.3090909090909091,heroin,"In the past, they were arrested and convicted on two separate charges, one of which was a felony and one of which was drug related.",charged with possession and intent to distribute heroin,585,2,100
250,172,23,male,not Black,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.30985915492957744,marijuana and cocaine,They have no prior arrests.,charged with possession and intent to distribute marijuana and cocaine,171,2,100
251,888,19,male,not Black,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0.3108108108108108,pcp,"In the past, they were arrested and convicted on a non-felony drug related charge.",charged with distribution of pcp,887,2,100
252,2,22,male,not Black,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0.3116883116883117,marijuana,"In the past, they were arrested and convicted on a non-felony drug related charge.In additon, they have been arrested for a felony charge in the past, but they weren't convicted of it.",charged with distribution of marijuana,1,2,100
253,654,20,male,not Black,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0.3125,cocaine,"In the past, they were arrested and convicted of a crime, but it wasn't drug related or felony.In additon, they have been arrested for a felony charge in the past, but they weren't convicted of it.",charged with distribution of cocaine,653,2,100
254,527,26,male,not Black,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0.31343283582089554,cocaine,"In the past, they were arrested and convicted on a felony charge.In addition, they have been arrested for a felony drug charge in the past, but they weren't convicted of it.",charged with distribution of cocaine,526,2,100
255,17,18,male,not Black,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0.31343283582089554,marijuana,"In the past, they were arrested and convicted on a felony charge.",charged with distribution of marijuana,16,2,100
256,636,56,male,not Black,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0.31343283582089554,heroin,"In the past, they were arrested and convicted on a felony drug charge.",charged with distribution of heroin,635,2,100
257,830,23,male,not Black,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0.31343283582089554,pcp,"In the past, they were arrested on a non-felony drug related charge, but they weren't convicted of it.",charged with distribution of pcp,829,2,100
258,946,23,male,not Black,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0.3142857142857143,crack,"In the past, they were arrested on two separate charges: one felony charge and one drug-related charge, but they weren't convicted of either.",charged with possession and intent to distribute crack,945,2,100
259,603,33,male,not Black,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0.3181818181818182,crack,"In the past, they were arrested and convicted on a non-felony drug related charge.In addition, they have been arrested for a felony drug charge in the past, but they weren't convicted of it.",charged with possession and intent to distribute crack. They also were charged with at least one non-drug related charge,602,2,100
260,208,34,male,not Black,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0.3181818181818182,heroin,"In the past, they were arrested and convicted on a felony drug charge.",charged with distribution of heroin,207,2,100
261,659,42,female,not Black,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0.3181818181818182,heroin,"In the past, they were arrested and convicted on a felony drug charge.",charged with distribution of heroin. They also were charged with at least one non-drug related charge,658,2,100
262,765,26,male,not Black,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0.3194444444444444,marijuana and cocaine,"In the past, they were arrested on a felony drug charge, but they weren't convicted of it.",charged with possession and intent to distribute marijuana and cocaine,764,2,100
263,443,22,male,not Black,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0.32,cocaine,"In the past, they were arrested on a felony drug charge, but they weren't convicted of it.",charged with distribution of cocaine,442,2,100
264,786,21,male,not Black,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0.32051282051282054,cocaine and pcp,"In the past, they were arrested and convicted of a crime, but it wasn't drug related or felony.In addition, they have been arrested for a felony drug charge in the past, but they weren't convicted of it.",charged with distribution of cocaine and pcp,785,2,100
265,262,35,male,not Black,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0.32051282051282054,crack and heroin,"In the past, they were arrested and convicted on a felony drug charge.",charged with possession and intent to distribute crack and heroin,261,2,100
266,170,32,male,Black,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.32142857142857145,cocaine,They have no prior arrests.,charged with distribution of cocaine,169,2,100
267,914,21,male,not Black,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0.32142857142857145,marijuana and crack,"In the past, they were arrested on a felony charge, but they weren't convicted of it.",charged with possession and intent to distribute marijuana and crack,913,2,100
268,409,22,male,not Black,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0.3218390804597701,marijuana and cocaine,"In the past, they were arrested and convicted on a felony drug charge.",charged with possession and intent to distribute marijuana and cocaine,408,2,100
269,421,32,male,not Black,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0.3225806451612903,crack and heroin,"In the past, they were arrested and convicted on a felony drug charge.",charged with possession and intent to distribute crack and heroin. They also were charged with at least one non-drug related charge,420,2,100
270,224,23,male,not Black,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.3229166666666667,cocaine,They have no prior arrests.,charged with distribution of cocaine,223,2,100
271,803,37,male,not Black,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0.3230769230769231,marijuana,"In the past, they were arrested and convicted on two separate charges, one of which was a felony and one of which was drug related.",charged with distribution of marijuana,802,2,100
272,137,20,male,not Black,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.323943661971831,marijuana,They have no prior arrests.,charged with distribution of marijuana,136,2,100
273,876,41,male,not Black,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0.3246753246753247,crack,"In the past, they were arrested and convicted on a felony charge.In additon, they have been arrested for a non-felony drug charge in the past, but they weren't convicted of it.",charged with possession and intent to distribute crack,875,2,100
274,666,48,male,not Black,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0.325,crack,"In the past, they were arrested and convicted on a felony drug charge.",charged with possession and intent to distribute crack,665,2,100
275,225,24,male,not Black,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0.325,marijuana and cocaine,"In the past, they were arrested and convicted on a felony charge.",charged with distribution of marijuana and cocaine,224,2,100
276,456,44,male,not Black,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0.3253012048192771,cocaine,"In the past, they were arrested and convicted on a felony drug charge.",charged with distribution of cocaine,455,2,100
277,348,23,male,not Black,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0.3253012048192771,crack,"In the past, they were arrested and convicted on a felony charge.In addition, they have been arrested for a felony drug charge in the past, but they weren't convicted of it.",charged with distribution of crack,347,2,100
278,566,33,male,not Black,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0.32558139534883723,pcp,"In the past, they were arrested on a felony drug charge, but they weren't convicted of it.",charged with possession and intent to distribute pcp,565,2,100
279,279,40,male,not Black,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0.328125,crack,"In the past, they were arrested and convicted on a felony drug charge.",charged with distribution of crack,278,2,100
280,114,21,male,not Black,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0.3283582089552239,cocaine,"In the past, they were arrested and convicted on a felony drug charge.",charged with possession and intent to distribute cocaine,113,2,100
281,993,35,male,not Black,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0.32857142857142857,cocaine,"In the past, they were arrested and convicted on a felony drug charge.",charged with distribution of cocaine,992,2,100
282,832,27,male,not Black,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0.3287671232876712,crack,"In the past, they were arrested and convicted on a non-felony drug related charge.",charged with possession and intent to distribute crack,831,2,100
283,945,28,male,not Black,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.3287671232876712,crack and pcp,"In the past, they were arrested and convicted on two separate charges, one of which was a felony and one of which was drug related.In addition, they have been arrested for a felony drug charge in the past, but they weren't convicted of it. ",charged with possession and intent to distribute crack and pcp. They also were charged with at least one non-drug related charge,944,2,100
284,978,19,male,not Black,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0.3287671232876712,marijuana and cocaine,"In the past, they were arrested on a felony drug charge, but they weren't convicted of it.",charged with possession and intent to distribute marijuana and cocaine. They also were charged with at least one non-drug related charge,977,2,100
285,845,27,male,not Black,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0.32894736842105265,cocaine and heroin,"In the past, they were arrested and convicted on a felony charge.",charged with possession and intent to distribute cocaine and heroin. They also were charged with at least one non-drug related charge,844,2,100
286,818,22,male,not Black,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0.32894736842105265,cocaine,"In the past, they were arrested and convicted on a felony drug charge.",charged with possession and intent to distribute cocaine,817,2,100
287,910,19,male,not Black,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0.3291139240506329,cocaine,"In the past, they were arrested on a felony drug charge, but they weren't convicted of it.",charged with distribution of cocaine,909,2,100
288,412,20,male,Black,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.32926829268292684,marijuana,They have no prior arrests.,charged with possession and intent to distribute marijuana,411,2,100
289,49,19,male,not Black,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.32926829268292684,crack,They have no prior arrests.,charged with distribution of crack,48,2,100
290,495,26,male,not Black,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0.3333333333333333,marijuana,"In the past, they were arrested and convicted on a non-felony drug related charge.In additon, they have been arrested for a felony charge in the past, but they weren't convicted of it.",charged with possession and intent to distribute marijuana,494,2,100
291,43,25,male,not Black,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0.3333333333333333,marijuana and cocaine,"In the past, they were arrested on a felony drug charge, but they weren't convicted of it.",charged with possession and intent to distribute marijuana and cocaine. They also were charged with at least one non-drug related charge,42,2,100
292,52,25,male,not Black,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3333333333333333,crack,They have no prior arrests.,charged with possession and intent to distribute crack,51,2,100
293,410,40,male,not Black,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0.3333333333333333,cocaine,"In the past, they were arrested and convicted on a felony drug charge.",charged with distribution of cocaine,409,2,100
294,388,23,male,not Black,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0.3333333333333333,crack,"In the past, they were arrested and convicted of a crime, but it wasn't drug related or felony.",charged with possession and intent to distribute crack. They also were charged with at least one non-drug related charge,387,2,100
295,317,34,male,not Black,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0.3333333333333333,cocaine,"In the past, they were arrested and convicted on a felony drug charge.",charged with distribution of cocaine,316,2,100
296,182,25,male,not Black,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0.3333333333333333,cocaine,"In the past, they were arrested and convicted on a felony drug charge.",charged with distribution of cocaine,181,2,100
297,575,42,male,not Black,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0.3333333333333333,cocaine,"In the past, they were arrested and convicted on a felony drug charge.",charged with distribution of cocaine,574,2,100
298,975,48,male,not Black,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0.3333333333333333,cocaine,"In the past, they were arrested and convicted on two separate charges, one of which was a felony and one of which was drug related.",charged with distribution of cocaine,974,2,100
299,339,21,male,not Black,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0.3333333333333333,crack,"In the past, they were arrested and convicted on a non-felony drug related charge.",charged with distribution of crack,338,2,100
300,330,21,male,not Black,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0.3333333333333333,marijuana and cocaine,"In the past, they were arrested and convicted on a non-felony drug related charge.",charged with possession and intent to distribute marijuana and cocaine,329,3,100
301,951,24,male,not Black,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0.33766233766233766,crack,"In the past, they were arrested and convicted on a felony drug charge.",charged with distribution of crack. They also were charged with at least one non-drug related charge,950,3,100
302,966,26,male,not Black,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0.33783783783783783,marijuana and cocaine,"In the past, they were arrested on a felony charge, but they weren't convicted of it.",charged with possession and intent to distribute marijuana and cocaine. They also were charged with at least one non-drug related charge,965,3,100
303,1,23,male,not Black,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0.33783783783783783,pcp,"In the past, they were arrested, but it wasn't a drug related or felony arrest, and they weren't convicted.",charged with possession and intent to distribute pcp,0,3,100
304,592,22,male,not Black,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0.3380281690140845,marijuana,"In the past, they were arrested and convicted on a felony drug charge.",charged with possession and intent to distribute marijuana,591,3,100
305,4,38,female,not Black,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0.3382352941176471,cocaine,"In the past, they were arrested and convicted on a felony drug charge.",charged with distribution of cocaine,3,3,100
306,518,22,male,not Black,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0.3384615384615385,marijuana,"In the past, they were arrested and convicted of a crime, but it wasn't drug related or felony.In additon, they have been arrested for a non-felony drug charge in the past, but they weren't convicted of it.",charged with distribution of marijuana. They also were charged with at least one non-drug related charge,517,3,100
307,308,24,male,not Black,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0.34177215189873417,crack,"In the past, they were arrested on a felony drug charge, but they weren't convicted of it.",charged with distribution of crack,307,3,100
308,822,24,male,not Black,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0.34210526315789475,heroin,"In the past, they were arrested and convicted on a felony drug charge.",charged with distribution of heroin. They also were charged with at least one non-drug related charge,821,3,100
309,715,25,male,not Black,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.3424657534246575,cocaine,They have no prior arrests.,charged with possession and intent to distribute cocaine,714,3,100
310,284,33,male,not Black,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0.3424657534246575,pcp,"In the past, they were arrested and convicted on a felony drug charge.",charged with possession and intent to distribute pcp,283,3,100
311,874,27,male,not Black,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3424657534246575,cocaine,They have no prior arrests.,charged with possession and intent to distribute cocaine,873,3,100
312,640,27,male,not Black,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0.3424657534246575,cocaine,"In the past, they were arrested on a felony drug charge, but they weren't convicted of it.",charged with possession and intent to distribute cocaine,639,3,100
313,929,22,male,not Black,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0.34615384615384615,crack,"In the past, they were arrested and convicted of a crime, but it wasn't drug related or felony.In additon, they have been arrested for a felony charge in the past, but they weren't convicted of it.",charged with possession and intent to distribute crack,928,3,100
314,30,23,male,not Black,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0.34782608695652173,marijuana and pcp,"In the past, they were arrested and convicted on a felony drug charge.",charged with possession and intent to distribute marijuana and pcp,29,3,100
315,763,22,male,not Black,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.3484848484848485,cocaine,"In the past, they were arrested on a felony charge, but they weren't convicted of it.",charged with distribution of cocaine,762,3,100
316,397,31,female,not Black,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0.3488372093023256,cocaine,"In the past, they were arrested and convicted of a crime, but it wasn't drug related or felony.In additon, they have been arrested for a felony charge in the past, but they weren't convicted of it.",charged with distribution of cocaine,396,3,100
317,909,41,female,not Black,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0.3492063492063492,cocaine,"In the past, they were arrested and convicted on a non-felony drug related charge.In additon, they have been arrested for a felony charge in the past, but they weren't convicted of it.",charged with distribution of cocaine,908,3,100
318,419,20,male,not Black,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0.35,crack,"In the past, they were arrested on a felony charge, but they weren't convicted of it.",charged with possession and intent to distribute crack,418,3,100
319,415,20,male,not Black,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.35064935064935066,cocaine,They have no prior arrests.,charged with possession and intent to distribute cocaine,414,3,100
320,250,39,male,not Black,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0.352112676056338,cocaine,"In the past, they were arrested and convicted on a felony drug charge.",charged with possession and intent to distribute cocaine,249,3,100
321,321,22,male,not Black,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.35294117647058826,pcp,They have no prior arrests.,charged with distribution of pcp,320,3,100
322,85,18,male,not Black,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.35365853658536583,cocaine,They have no prior arrests.,charged with possession and intent to distribute cocaine,84,3,100
323,171,36,male,not Black,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0.35365853658536583,pcp,"In the past, they were arrested and convicted on a felony drug charge.",charged with distribution of pcp,170,3,100
324,179,31,male,not Black,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.35365853658536583,cocaine,"In the past, they were arrested and convicted on a felony drug charge.",charged with possession and intent to distribute cocaine,178,3,100
325,304,21,male,not Black,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.35526315789473684,marijuana and crack,They have no prior arrests.,charged with possession and intent to distribute marijuana and crack,303,3,100
326,401,23,male,not Black,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0.35526315789473684,heroin,"In the past, they were arrested on a felony charge, but they weren't convicted of it.",charged with distribution of heroin,400,3,100
327,45,46,male,not Black,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0.35714285714285715,heroin,"In the past, they were arrested and convicted on a felony drug charge.",charged with distribution of heroin,44,3,100
328,131,53,male,not Black,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0.35714285714285715,heroin,"In the past, they were arrested and convicted on a felony drug charge.",charged with distribution of heroin,130,3,100
329,307,41,male,not Black,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0.35714285714285715,heroin,"In the past, they were arrested and convicted on a felony drug charge.",charged with distribution of heroin,306,3,100
330,510,31,male,not Black,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0.35802469135802467,cocaine and heroin,"In the past, they were arrested and convicted on a felony drug charge.",charged with possession and intent to distribute cocaine and heroin,509,3,100
331,795,22,male,not Black,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0.358974358974359,cocaine,"In the past, they were arrested and convicted on a felony drug charge.",charged with distribution of cocaine,794,3,100
332,840,27,male,not Black,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0.359375,marijuana,"In the past, they were arrested and convicted on a felony drug charge.",charged with distribution of marijuana,839,3,100
